135000	1000000
93000	1000000
33000	1000000
162000	1000000
	
144000	1000000
156000	1000000
102000	1000000
87000	1000000
	
174000	1000000
9000	1000000
153000	1000000
6000	1000000
	
147000	1000000
12000	1000000
144000	1000000
201000	1000000
	
135000	1000000
132000	1000000
129000	1000000
57000	1000000
	
